"fish" "day" "state" "sub"
"1970" "20" 40 NA NA
"1971" "21" 40 NA NA
"1972" "22" 40 NA NA
"1973" "23" 40 1 2
"1974" "24" 40 10 1
"1975" "25" 40 NA NA
"1976" "26" 40 NA NA
"1977" "27" 40 10 1
"1978" "28" 40 NA NA
"1979" "29" 40 NA NA
"1980" "30" 40 1 2
"1981" "31" 40 NA NA
"1982" "32" 40 NA NA
"1983" "33" 40 NA NA
"1984" "34" 40 NA NA
"1985" "35" 40 NA NA
"1986" "36" 40 10 1
"1987" "37" 40 NA NA
"1988" "38" 40 7 2
"1989" "39" 40 NA NA
"1990" "40" 40 1 1
"1991" "41" 40 1 1
"1992" "42" 40 NA NA
"1993" "43" 40 NA NA
"1994" "44" 40 7 2
"1995" "45" 40 NA NA
"1996" "46" 40 NA NA
"1997" "47" 40 NA NA
"1998" "48" 40 7 3
"1999" "49" 40 NA NA
"2000" "50" 40 7 2
"2001" "1" 41 NA NA
"2002" "2" 41 NA NA
"2003" "3" 41 NA NA
"2004" "4" 41 9 1
"2005" "5" 41 NA NA
"2006" "6" 41 NA NA
"2007" "7" 41 NA NA
"2008" "8" 41 NA NA
"2009" "9" 41 1 3
"2010" "10" 41 10 3
"2011" "11" 41 NA NA
"2012" "12" 41 NA NA
"2013" "13" 41 NA NA
"2014" "14" 41 NA NA
"2015" "15" 41 10 1
"2016" "16" 41 NA NA
"2017" "17" 41 NA NA
"2018" "18" 41 NA NA
"2019" "19" 41 NA NA
"2020" "20" 41 NA NA
"2021" "21" 41 NA NA
"2022" "22" 41 NA NA
"2023" "23" 41 1 2
"2024" "24" 41 10 3
"2025" "25" 41 NA NA
"2026" "26" 41 NA NA
"2027" "27" 41 8 3
"2028" "28" 41 NA NA
"2029" "29" 41 10 3
"2030" "30" 41 1 1
"2031" "31" 41 10 2
"2032" "32" 41 NA NA
"2033" "33" 41 NA NA
"2034" "34" 41 NA NA
"2035" "35" 41 NA NA
"2036" "36" 41 NA NA
"2037" "37" 41 NA NA
"2038" "38" 41 NA NA
"2039" "39" 41 NA NA
"2040" "40" 41 1 3
"2041" "41" 41 1 2
"2042" "42" 41 1 3
"2043" "43" 41 NA NA
"2044" "44" 41 7 2
"2045" "45" 41 NA NA
"2046" "46" 41 10 1
"2047" "47" 41 NA NA
"2048" "48" 41 NA NA
"2049" "49" 41 NA NA
"2050" "50" 41 NA NA
"2051" "1" 42 NA NA
"2052" "2" 42 NA NA
"2053" "3" 42 NA NA
"2054" "4" 42 9 2
"2055" "5" 42 10 1
"2056" "6" 42 NA NA
"2057" "7" 42 NA NA
"2058" "8" 42 NA NA
"2059" "9" 42 NA NA
"2060" "10" 42 NA NA
"2061" "11" 42 NA NA
"2062" "12" 42 10 3
"2063" "13" 42 NA NA
"2064" "14" 42 10 2
"2065" "15" 42 NA NA
"2066" "16" 42 NA NA
"2067" "17" 42 1 1
"2068" "18" 42 NA NA
"2069" "19" 42 4 2
"2070" "20" 42 9 2
"2071" "21" 42 10 1
"2072" "22" 42 NA NA
"2073" "23" 42 NA NA
"2074" "24" 42 NA NA
"2075" "25" 42 NA NA
"2076" "26" 42 NA NA
"2077" "27" 42 NA NA
"2078" "28" 42 1 2
"2079" "29" 42 NA NA
"2080" "30" 42 NA NA
"2081" "31" 42 NA NA
"2082" "32" 42 NA NA
"2083" "33" 42 NA NA
"2084" "34" 42 NA NA
"2085" "35" 42 NA NA
"2086" "36" 42 NA NA
"2087" "37" 42 NA NA
"2088" "38" 42 NA NA
"2089" "39" 42 NA NA
"2090" "40" 42 NA NA
"2091" "41" 42 NA NA
"2092" "42" 42 1 3
"2093" "43" 42 NA NA
"2094" "44" 42 7 2
"2095" "45" 42 10 3
"2096" "46" 42 10 1
"2097" "47" 42 NA NA
"2098" "48" 42 NA NA
"2099" "49" 42 NA NA
"2100" "50" 42 7 2
"2101" "1" 43 7 2
"2102" "2" 43 NA NA
"2103" "3" 43 NA NA
"2104" "4" 43 10 3
"2105" "5" 43 NA NA
"2106" "6" 43 10 1
"2107" "7" 43 NA NA
"2108" "8" 43 NA NA
"2109" "9" 43 NA NA
"2110" "10" 43 10 1
"2111" "11" 43 NA NA
"2112" "12" 43 NA NA
"2113" "13" 43 NA NA
"2114" "14" 43 NA NA
"2115" "15" 43 NA NA
"2116" "16" 43 NA NA
"2117" "17" 43 NA NA
"2118" "18" 43 1 2
"2119" "19" 43 3 3
"2120" "20" 43 NA NA
"2121" "21" 43 NA NA
"2122" "22" 43 NA NA
"2123" "23" 43 NA NA
"2124" "24" 43 NA NA
"2125" "25" 43 NA NA
"2126" "26" 43 NA NA
"2127" "27" 43 NA NA
"2128" "28" 43 NA NA
"2129" "29" 43 NA NA
"2130" "30" 43 NA NA
"2131" "31" 43 NA NA
"2132" "32" 43 NA NA
"2133" "33" 43 NA NA
"2134" "34" 43 10 1
"2135" "35" 43 NA NA
"2136" "36" 43 10 3
"2137" "37" 43 NA NA
"2138" "38" 43 NA NA
"2139" "39" 43 NA NA
"2140" "40" 43 NA NA
"2141" "41" 43 1 2
"2142" "42" 43 1 2
"2143" "43" 43 10 1
"2144" "44" 43 NA NA
"2145" "45" 43 10 1
"2146" "46" 43 NA NA
"2147" "47" 43 1 3
"2148" "48" 43 7 2
"2149" "49" 43 NA NA
"2150" "50" 43 7 2
"2151" "1" 44 5 3
"2152" "2" 44 NA NA
"2153" "3" 44 10 1
"2154" "4" 44 NA NA
"2155" "5" 44 NA NA
"2156" "6" 44 NA NA
"2157" "7" 44 NA NA
"2158" "8" 44 NA NA
"2159" "9" 44 NA NA
"2160" "10" 44 NA NA
"2161" "11" 44 NA NA
"2162" "12" 44 NA NA
"2163" "13" 44 NA NA
"2164" "14" 44 NA NA
"2165" "15" 44 NA NA
"2166" "16" 44 NA NA
"2167" "17" 44 NA NA
"2168" "18" 44 NA NA
"2169" "19" 44 NA NA
"2170" "20" 44 10 1
"2171" "21" 44 NA NA
"2172" "22" 44 1 2
"2173" "23" 44 1 2
"2174" "24" 44 10 1
"2175" "25" 44 NA NA
"2176" "26" 44 5 3
"2177" "27" 44 NA NA
"2178" "28" 44 NA NA
"2179" "29" 44 NA NA
"2180" "30" 44 NA NA
"2181" "31" 44 NA NA
"2182" "32" 44 NA NA
"2183" "33" 44 9 1
"2184" "34" 44 NA NA
"2185" "35" 44 10 1
"2186" "36" 44 NA NA
"2187" "37" 44 NA NA
"2188" "38" 44 NA NA
"2189" "39" 44 NA NA
"2190" "40" 44 NA NA
"2191" "41" 44 NA NA
"2192" "42" 44 NA NA
"2193" "43" 44 10 1
"2194" "44" 44 7 1
"2195" "45" 44 NA NA
"2196" "46" 44 NA NA
"2197" "47" 44 1 2
"2198" "48" 44 NA NA
"2199" "49" 44 NA NA
"2200" "50" 44 NA NA
"2201" "1" 45 NA NA
"2202" "2" 45 10 1
"2203" "3" 45 NA NA
"2204" "4" 45 NA NA
"2205" "5" 45 NA NA
"2206" "6" 45 10 3
"2207" "7" 45 1 1
"2208" "8" 45 NA NA
"2209" "9" 45 NA NA
"2210" "10" 45 NA NA
"2211" "11" 45 10 2
"2212" "12" 45 10 3
"2213" "13" 45 NA NA
"2214" "14" 45 NA NA
"2215" "15" 45 NA NA
"2216" "16" 45 NA NA
"2217" "17" 45 NA NA
"2218" "18" 45 1 2
"2219" "19" 45 1 2
"2220" "20" 45 NA NA
"2221" "21" 45 NA NA
"2222" "22" 45 1 1
"2223" "23" 45 NA NA
"2224" "24" 45 10 3
"2225" "25" 45 10 3
"2226" "26" 45 NA NA
"2227" "27" 45 NA NA
"2228" "28" 45 1 3
"2229" "29" 45 10 3
"2230" "30" 45 NA NA
"2231" "31" 45 NA NA
"2232" "32" 45 NA NA
"2233" "33" 45 NA NA
"2234" "34" 45 NA NA
"2235" "35" 45 NA NA
"2236" "36" 45 NA NA
"2237" "37" 45 10 1
"2238" "38" 45 NA NA
"2239" "39" 45 NA NA
"2240" "40" 45 NA NA
"2241" "41" 45 NA NA
"2242" "42" 45 NA NA
"2243" "43" 45 10 1
"2244" "44" 45 7 2
"2245" "45" 45 10 3
"2246" "46" 45 NA NA
"2247" "47" 45 1 2
"2248" "48" 45 NA NA
"2249" "49" 45 1 1
"2250" "50" 45 NA NA
"2251" "1" 46 4 2
"2252" "2" 46 NA NA
"2253" "3" 46 NA NA
"2254" "4" 46 NA NA
"2255" "5" 46 NA NA
"2256" "6" 46 10 1
"2257" "7" 46 1 2
"2258" "8" 46 NA NA
"2259" "9" 46 1 1
"2260" "10" 46 10 3
"2261" "11" 46 10 1
"2262" "12" 46 NA NA
"2263" "13" 46 10 3
"2264" "14" 46 10 1
"2265" "15" 46 NA NA
"2266" "16" 46 10 3
"2267" "17" 46 NA NA
"2268" "18" 46 1 1
"2269" "19" 46 NA NA
"2270" "20" 46 10 3
"2271" "21" 46 10 1
"2272" "22" 46 NA NA
"2273" "23" 46 1 1
"2274" "24" 46 10 3
"2275" "25" 46 NA NA
"2276" "26" 46 NA NA
"2277" "27" 46 NA NA
"2278" "28" 46 NA NA
"2279" "29" 46 NA NA
"2280" "30" 46 NA NA
"2281" "31" 46 NA NA
"2282" "32" 46 NA NA
"2283" "33" 46 NA NA
"2284" "34" 46 NA NA
"2285" "35" 46 10 3
"2286" "36" 46 NA NA
"2287" "37" 46 NA NA
"2288" "38" 46 10 3
"2289" "39" 46 NA NA
"2290" "40" 46 1 3
"2291" "41" 46 NA NA
"2292" "42" 46 NA NA
"2293" "43" 46 NA NA
"2294" "44" 46 7 2
"2295" "45" 46 NA NA
"2296" "46" 46 10 1
"2297" "47" 46 NA NA
"2298" "48" 46 7 2
"2299" "49" 46 NA NA
"2300" "50" 46 7 2
"2301" "1" 47 NA NA
"2302" "2" 47 NA NA
"2303" "3" 47 NA NA
"2304" "4" 47 NA NA
"2305" "5" 47 NA NA
"2306" "6" 47 NA NA
"2307" "7" 47 NA NA
"2308" "8" 47 NA NA
"2309" "9" 47 1 1
"2310" "10" 47 NA NA
"2311" "11" 47 NA NA
"2312" "12" 47 10 2
"2313" "13" 47 NA NA
"2314" "14" 47 NA NA
"2315" "15" 47 NA NA
"2316" "16" 47 NA NA
"2317" "17" 47 NA NA
"2318" "18" 47 NA NA
"2319" "19" 47 1 3
"2320" "20" 47 NA NA
"2321" "21" 47 NA NA
"2322" "22" 47 NA NA
"2323" "23" 47 NA NA
"2324" "24" 47 NA NA
"2325" "25" 47 10 1
"2326" "26" 47 6 3
"2327" "27" 47 1 3
"2328" "28" 47 1 3
"2329" "29" 47 NA NA
"2330" "30" 47 1 1
"2331" "31" 47 10 1
"2332" "32" 47 NA NA
"2333" "33" 47 NA NA
"2334" "34" 47 NA NA
"2335" "35" 47 10 3
"2336" "36" 47 10 1
"2337" "37" 47 10 3
"2338" "38" 47 NA NA
"2339" "39" 47 NA NA
"2340" "40" 47 1 1
"2341" "41" 47 NA NA
"2342" "42" 47 1 3
"2343" "43" 47 NA NA
"2344" "44" 47 7 1
"2345" "45" 47 10 1
"2346" "46" 47 NA NA
"2347" "47" 47 NA NA
"2348" "48" 47 NA NA
"2349" "49" 47 NA NA
"2350" "50" 47 NA NA
"2351" "1" 48 NA NA
"2352" "2" 48 10 3
"2353" "3" 48 NA NA
"2354" "4" 48 NA NA
"2355" "5" 48 NA NA
"2356" "6" 48 10 3
"2357" "7" 48 NA NA
"2358" "8" 48 10 3
"2359" "9" 48 1 3
"2360" "10" 48 10 1
"2361" "11" 48 NA NA
"2362" "12" 48 10 1
"2363" "13" 48 10 1
"2364" "14" 48 NA NA
"2365" "15" 48 10 1
"2366" "16" 48 NA NA
"2367" "17" 48 NA NA
"2368" "18" 48 1 1
"2369" "19" 48 NA NA
"2370" "20" 48 10 1
"2371" "21" 48 10 1
"2372" "22" 48 1 2
"2373" "23" 48 NA NA
"2374" "24" 48 10 3
"2375" "25" 48 NA NA
"2376" "26" 48 6 1
"2377" "27" 48 NA NA
"2378" "28" 48 NA NA
"2379" "29" 48 NA NA
"2380" "30" 48 NA NA
"2381" "31" 48 NA NA
"2382" "32" 48 NA NA
"2383" "33" 48 NA NA
"2384" "34" 48 10 1
"2385" "35" 48 10 1
"2386" "36" 48 NA NA
"2387" "37" 48 NA NA
"2388" "38" 48 NA NA
"2389" "39" 48 NA NA
"2390" "40" 48 NA NA
"2391" "41" 48 1 3
"2392" "42" 48 NA NA
"2393" "43" 48 NA NA
"2394" "44" 48 NA NA
"2395" "45" 48 10 1
"2396" "46" 48 NA NA
"2397" "47" 48 1 1
"2398" "48" 48 NA NA
"2399" "49" 48 NA NA
"2400" "50" 48 7 2
"2401" "1" 49 NA NA
"2402" "2" 49 NA NA
"2403" "3" 49 NA NA
"2404" "4" 49 NA NA
"2405" "5" 49 10 1
"2406" "6" 49 10 1
"2407" "7" 49 NA NA
"2408" "8" 49 10 2
"2409" "9" 49 NA NA
"2410" "10" 49 NA NA
"2411" "11" 49 NA NA
"2412" "12" 49 NA NA
"2413" "13" 49 10 1
"2414" "14" 49 NA NA
"2415" "15" 49 NA NA
"2416" "16" 49 8 1
"2417" "17" 49 NA NA
"2418" "18" 49 NA NA
"2419" "19" 49 NA NA
"2420" "20" 49 NA NA
"2421" "21" 49 NA NA
"2422" "22" 49 NA NA
"2423" "23" 49 NA NA
"2424" "24" 49 10 3
"2425" "25" 49 NA NA
"2426" "26" 49 NA NA
"2427" "27" 49 NA NA
"2428" "28" 49 NA NA
"2429" "29" 49 NA NA
"2430" "30" 49 1 1
"2431" "31" 49 10 3
"2432" "32" 49 1 2
"2433" "33" 49 NA NA
"2434" "34" 49 10 1
"2435" "35" 49 NA NA
"2436" "36" 49 10 3
"2437" "37" 49 NA NA
"2438" "38" 49 NA NA
"2439" "39" 49 1 1
"2440" "40" 49 1 1
"2441" "41" 49 NA NA
"2442" "42" 49 NA NA
"2443" "43" 49 10 3
"2444" "44" 49 7 2
"2445" "45" 49 NA NA
"2446" "46" 49 NA NA
"2447" "47" 49 NA NA
"2448" "48" 49 NA NA
"2449" "49" 49 3 2
"2450" "50" 49 NA NA
"2451" "1" 50 NA NA
"2452" "2" 50 10 1
"2453" "3" 50 10 3
"2454" "4" 50 NA NA
"2455" "5" 50 NA NA
"2456" "6" 50 10 3
"2457" "7" 50 NA NA
"2458" "8" 50 10 2
"2459" "9" 50 NA NA
"2460" "10" 50 10 1
"2461" "11" 50 NA NA
"2462" "12" 50 NA NA
"2463" "13" 50 NA NA
"2464" "14" 50 NA NA
"2465" "15" 50 NA NA
"2466" "16" 50 8 1
"2467" "17" 50 NA NA
"2468" "18" 50 NA NA
"2469" "19" 50 NA NA
"2470" "20" 50 NA NA
"2471" "21" 50 10 1
"2472" "22" 50 1 1
"2473" "23" 50 NA NA
"2474" "24" 50 NA NA
"2475" "25" 50 10 3
"2476" "26" 50 6 1
"2477" "27" 50 5 3
"2478" "28" 50 NA NA
"2479" "29" 50 NA NA
"2480" "30" 50 NA NA
"2481" "31" 50 NA NA
"2482" "32" 50 1 3
"2483" "33" 50 NA NA
"2484" "34" 50 NA NA
"2485" "35" 50 10 1
"2486" "36" 50 NA NA
"2487" "37" 50 NA NA
"2488" "38" 50 NA NA
"2489" "39" 50 NA NA
"2490" "40" 50 NA NA
"2491" "41" 50 1 2
"2492" "42" 50 NA NA
"2493" "43" 50 10 1
"2494" "44" 50 7 3
"2495" "45" 50 10 2
"2496" "46" 50 NA NA
"2497" "47" 50 NA NA
"2498" "48" 50 NA NA
"2499" "49" 50 3 2
"2500" "50" 50 NA NA
"2501" "1" 51 NA NA
"2502" "2" 51 10 1
"2503" "3" 51 10 1
"2504" "4" 51 10 1
"2505" "5" 51 NA NA
"2506" "6" 51 NA NA
"2507" "7" 51 3 2
"2508" "8" 51 NA NA
"2509" "9" 51 NA NA
"2510" "10" 51 10 1
"2511" "11" 51 NA NA
"2512" "12" 51 NA NA
"2513" "13" 51 NA NA
"2514" "14" 51 NA NA
"2515" "15" 51 NA NA
"2516" "16" 51 NA NA
"2517" "17" 51 NA NA
"2518" "18" 51 NA NA
"2519" "19" 51 NA NA
"2520" "20" 51 NA NA
"2521" "21" 51 NA NA
"2522" "22" 51 NA NA
"2523" "23" 51 NA NA
"2524" "24" 51 10 3
"2525" "25" 51 NA NA
"2526" "26" 51 NA NA
"2527" "27" 51 NA NA
"2528" "28" 51 NA NA
"2529" "29" 51 NA NA
"2530" "30" 51 1 3
"2531" "31" 51 NA NA
"2532" "32" 51 1 2
"2533" "33" 51 NA NA
"2534" "34" 51 NA NA
"2535" "35" 51 NA NA
"2536" "36" 51 NA NA
"2537" "37" 51 10 3
"2538" "38" 51 10 1
"2539" "39" 51 NA NA
"2540" "40" 51 NA NA
"2541" "41" 51 NA NA
"2542" "42" 51 NA NA
"2543" "43" 51 NA NA
"2544" "44" 51 NA NA
"2545" "45" 51 NA NA
"2546" "46" 51 NA NA
"2547" "47" 51 1 3
"2548" "48" 51 NA NA
"2549" "49" 51 3 3
"2550" "50" 51 NA NA
"2551" "1" 52 NA NA
"2552" "2" 52 NA NA
"2553" "3" 52 NA NA
"2554" "4" 52 NA NA
"2555" "5" 52 10 3
"2556" "6" 52 NA NA
"2557" "7" 52 NA NA
"2558" "8" 52 NA NA
"2559" "9" 52 NA NA
"2560" "10" 52 NA NA
"2561" "11" 52 10 1
"2562" "12" 52 NA NA
"2563" "13" 52 NA NA
"2564" "14" 52 NA NA
"2565" "15" 52 10 1
"2566" "16" 52 4 1
"2567" "17" 52 1 1
"2568" "18" 52 NA NA
"2569" "19" 52 NA NA
"2570" "20" 52 NA NA
"2571" "21" 52 10 1
"2572" "22" 52 1 1
"2573" "23" 52 NA NA
"2574" "24" 52 10 1
"2575" "25" 52 NA NA
"2576" "26" 52 6 1
"2577" "27" 52 NA NA
"2578" "28" 52 NA NA
"2579" "29" 52 NA NA
"2580" "30" 52 NA NA
"2581" "31" 52 NA NA
"2582" "32" 52 1 2
"2583" "33" 52 NA NA
"2584" "34" 52 NA NA
"2585" "35" 52 NA NA
"2586" "36" 52 10 1
"2587" "37" 52 NA NA
"2588" "38" 52 NA NA
"2589" "39" 52 NA NA
"2590" "40" 52 NA NA
"2591" "41" 52 1 3
"2592" "42" 52 1 1
"2593" "43" 52 NA NA
"2594" "44" 52 NA NA
"2595" "45" 52 NA NA
"2596" "46" 52 NA NA
"2597" "47" 52 NA NA
"2598" "48" 52 NA NA
"2599" "49" 52 5 3
"2600" "50" 52 NA NA
"2601" "1" 53 NA NA
"2602" "2" 53 NA NA
"2603" "3" 53 10 3
"2604" "4" 53 10 1
"2605" "5" 53 NA NA
"2606" "6" 53 NA NA
"2607" "7" 53 NA NA
"2608" "8" 53 NA NA
"2609" "9" 53 NA NA
"2610" "10" 53 NA NA
"2611" "11" 53 NA NA
"2612" "12" 53 NA NA
"2613" "13" 53 NA NA
"2614" "14" 53 NA NA
"2615" "15" 53 NA NA
"2616" "16" 53 NA NA
"2617" "17" 53 1 3
"2618" "18" 53 NA NA
"2619" "19" 53 NA NA
"2620" "20" 53 NA NA
"2621" "21" 53 NA NA
"2622" "22" 53 NA NA
"2623" "23" 53 NA NA
"2624" "24" 53 NA NA
"2625" "25" 53 NA NA
"2626" "26" 53 NA NA
"2627" "27" 53 5 3
"2628" "28" 53 NA NA
"2629" "29" 53 NA NA
"2630" "30" 53 1 2
"2631" "31" 53 10 3
"2632" "32" 53 NA NA
"2633" "33" 53 9 2
"2634" "34" 53 NA NA
"2635" "35" 53 NA NA
"2636" "36" 53 NA NA
"2637" "37" 53 10 1
"2638" "38" 53 10 3
"2639" "39" 53 1 3
"2640" "40" 53 NA NA
"2641" "41" 53 NA NA
"2642" "42" 53 NA NA
"2643" "43" 53 NA NA
"2644" "44" 53 NA NA
"2645" "45" 53 NA NA
"2646" "46" 53 NA NA
"2647" "47" 53 NA NA
"2648" "48" 53 10 1
"2649" "49" 53 NA NA
"2650" "50" 53 NA NA
"2651" "1" 54 NA NA
"2652" "2" 54 NA NA
"2653" "3" 54 10 1
"2654" "4" 54 10 3
"2655" "5" 54 NA NA
"2656" "6" 54 NA NA
"2657" "7" 54 NA NA
"2658" "8" 54 NA NA
"2659" "9" 54 NA NA
"2660" "10" 54 NA NA
"2661" "11" 54 10 3
"2662" "12" 54 10 1
"2663" "13" 54 10 1
"2664" "14" 54 NA NA
"2665" "15" 54 10 1
"2666" "16" 54 NA NA
"2667" "17" 54 1 2
"2668" "18" 54 NA NA
"2669" "19" 54 NA NA
"2670" "20" 54 NA NA
"2671" "21" 54 NA NA
"2672" "22" 54 NA NA
"2673" "23" 54 NA NA
"2674" "24" 54 10 1
"2675" "25" 54 NA NA
"2676" "26" 54 NA NA
"2677" "27" 54 5 1
"2678" "28" 54 1 1
"2679" "29" 54 10 1
"2680" "30" 54 1 2
"2681" "31" 54 10 1
"2682" "32" 54 NA NA
"2683" "33" 54 NA NA
"2684" "34" 54 10 2
"2685" "35" 54 NA NA
"2686" "36" 54 10 2
"2687" "37" 54 NA NA
"2688" "38" 54 NA NA
"2689" "39" 54 NA NA
"2690" "40" 54 NA NA
"2691" "41" 54 1 1
"2692" "42" 54 NA NA
"2693" "43" 54 10 3
"2694" "44" 54 NA NA
"2695" "45" 54 10 3
"2696" "46" 54 NA NA
"2697" "47" 54 1 1
"2698" "48" 54 10 1
"2699" "49" 54 NA NA
"2700" "50" 54 NA NA
"2701" "1" 55 NA NA
"2702" "2" 55 NA NA
"2703" "3" 55 10 1
"2704" "4" 55 NA NA
"2705" "5" 55 NA NA
"2706" "6" 55 10 1
"2707" "7" 55 NA NA
"2708" "8" 55 10 3
"2709" "9" 55 NA NA
"2710" "10" 55 NA NA
"2711" "11" 55 NA NA
"2712" "12" 55 NA NA
"2713" "13" 55 10 1
"2714" "14" 55 NA NA
"2715" "15" 55 NA NA
"2716" "16" 55 NA NA
"2717" "17" 55 1 2
"2718" "18" 55 NA NA
"2719" "19" 55 NA NA
"2720" "20" 55 NA NA
"2721" "21" 55 NA NA
"2722" "22" 55 1 2
"2723" "23" 55 NA NA
"2724" "24" 55 NA NA
"2725" "25" 55 NA NA
"2726" "26" 55 NA NA
"2727" "27" 55 NA NA
"2728" "28" 55 NA NA
"2729" "29" 55 10 1
"2730" "30" 55 NA NA
"2731" "31" 55 10 1
"2732" "32" 55 1 3
"2733" "33" 55 NA NA
"2734" "34" 55 NA NA
"2735" "35" 55 NA NA
"2736" "36" 55 NA NA
"2737" "37" 55 NA NA
"2738" "38" 55 10 1
"2739" "39" 55 NA NA
"2740" "40" 55 NA NA
"2741" "41" 55 NA NA
"2742" "42" 55 NA NA
"2743" "43" 55 10 1
"2744" "44" 55 NA NA
"2745" "45" 55 10 3
"2746" "46" 55 NA NA
"2747" "47" 55 NA NA
"2748" "48" 55 10 1
"2749" "49" 55 NA NA
"2750" "50" 55 NA NA
"2751" "1" 56 NA NA
"2752" "2" 56 NA NA
"2753" "3" 56 NA NA
"2754" "4" 56 10 1
"2755" "5" 56 10 3
"2756" "6" 56 NA NA
"2757" "7" 56 8 1
"2758" "8" 56 NA NA
"2759" "9" 56 1 3
"2760" "10" 56 NA NA
"2761" "11" 56 10 1
"2762" "12" 56 NA NA
"2763" "13" 56 NA NA
"2764" "14" 56 NA NA
"2765" "15" 56 NA NA
"2766" "16" 56 NA NA
"2767" "17" 56 NA NA
"2768" "18" 56 NA NA
"2769" "19" 56 NA NA
"2770" "20" 56 10 2
"2771" "21" 56 NA NA
"2772" "22" 56 1 2
"2773" "23" 56 1 1
"2774" "24" 56 NA NA
"2775" "25" 56 10 1
"2776" "26" 56 NA NA
"2777" "27" 56 NA NA
"2778" "28" 56 1 1
"2779" "29" 56 NA NA
"2780" "30" 56 NA NA
"2781" "31" 56 10 1
"2782" "32" 56 NA NA
"2783" "33" 56 NA NA
"2784" "34" 56 NA NA
"2785" "35" 56 10 1
"2786" "36" 56 NA NA
"2787" "37" 56 NA NA
"2788" "38" 56 NA NA
"2789" "39" 56 NA NA
"2790" "40" 56 1 2
"2791" "41" 56 1 1
"2792" "42" 56 1 1
"2793" "43" 56 NA NA
"2794" "44" 56 7 2
"2795" "45" 56 NA NA
"2796" "46" 56 10 1
"2797" "47" 56 NA NA
"2798" "48" 56 10 1
"2799" "49" 56 NA NA
"2800" "50" 56 NA NA
"2801" "1" 57 NA NA
"2802" "2" 57 NA NA
"2803" "3" 57 NA NA
"2804" "4" 57 NA NA
"2805" "5" 57 NA NA
"2806" "6" 57 NA NA
"2807" "7" 57 NA NA
"2808" "8" 57 NA NA
"2809" "9" 57 NA NA
"2810" "10" 57 10 3
"2811" "11" 57 NA NA
"2812" "12" 57 10 3
"2813" "13" 57 NA NA
"2814" "14" 57 10 1
"2815" "15" 57 10 2
"2816" "16" 57 NA NA
"2817" "17" 57 1 3
"2818" "18" 57 NA NA
"2819" "19" 57 NA NA
"2820" "20" 57 NA NA
"2821" "21" 57 NA NA
"2822" "22" 57 1 1
"2823" "23" 57 NA NA
"2824" "24" 57 NA NA
"2825" "25" 57 NA NA
"2826" "26" 57 NA NA
"2827" "27" 57 NA NA
"2828" "28" 57 NA NA
"2829" "29" 57 10 1
"2830" "30" 57 NA NA
"2831" "31" 57 10 1
"2832" "32" 57 NA NA
"2833" "33" 57 NA NA
"2834" "34" 57 10 3
"2835" "35" 57 10 1
"2836" "36" 57 NA NA
"2837" "37" 57 NA NA
"2838" "38" 57 NA NA
"2839" "39" 57 NA NA
"2840" "40" 57 NA NA
"2841" "41" 57 NA NA
"2842" "42" 57 1 1
"2843" "43" 57 10 1
"2844" "44" 57 6 1
"2845" "45" 57 NA NA
"2846" "46" 57 NA NA
"2847" "47" 57 1 3
"2848" "48" 57 NA NA
"2849" "49" 57 NA NA
"2850" "50" 57 NA NA
"2851" "1" 58 NA NA
"2852" "2" 58 10 1
"2853" "3" 58 NA NA
"2854" "4" 58 10 1
"2855" "5" 58 NA NA
"2856" "6" 58 10 1
"2857" "7" 58 9 3
"2858" "8" 58 10 3
"2859" "9" 58 1 1
"2860" "10" 58 NA NA
"2861" "11" 58 10 1
"2862" "12" 58 10 1
"2863" "13" 58 NA NA
"2864" "14" 58 NA NA
"2865" "15" 58 10 2
"2866" "16" 58 NA NA
"2867" "17" 58 1 3
"2868" "18" 58 1 3
"2869" "19" 58 1 2
"2870" "20" 58 NA NA
"2871" "21" 58 NA NA
"2872" "22" 58 NA NA
"2873" "23" 58 1 1
"2874" "24" 58 NA NA
"2875" "25" 58 9 2
"2876" "26" 58 NA NA
"2877" "27" 58 NA NA
"2878" "28" 58 NA NA
"2879" "29" 58 NA NA
"2880" "30" 58 NA NA
"2881" "31" 58 NA NA
"2882" "32" 58 NA NA
"2883" "33" 58 NA NA
"2884" "34" 58 NA NA
"2885" "35" 58 10 1
"2886" "36" 58 NA NA
"2887" "37" 58 10 3
"2888" "38" 58 NA NA
"2889" "39" 58 NA NA
"2890" "40" 58 NA NA
"2891" "41" 58 NA NA
"2892" "42" 58 NA NA
"2893" "43" 58 NA NA
"2894" "44" 58 NA NA
"2895" "45" 58 NA NA
"2896" "46" 58 NA NA
"2897" "47" 58 1 1
"2898" "48" 58 NA NA
"2899" "49" 58 NA NA
"2900" "50" 58 NA NA
"2901" "1" 59 NA NA
"2902" "2" 59 NA NA
"2903" "3" 59 NA NA
"2904" "4" 59 NA NA
"2905" "5" 59 NA NA
"2906" "6" 59 NA NA
"2907" "7" 59 NA NA
"2908" "8" 59 NA NA
"2909" "9" 59 1 2
"2910" "10" 59 NA NA
"2911" "11" 59 10 3
"2912" "12" 59 10 3
"2913" "13" 59 NA NA
"2914" "14" 59 NA NA
"2915" "15" 59 10 1
"2916" "16" 59 1 3
"2917" "17" 59 NA NA
"2918" "18" 59 1 3
"2919" "19" 59 NA NA
"2920" "20" 59 NA NA
"2921" "21" 59 NA NA
